DATE,GOLDPMGBD228NLBM
2018-05-15,1295.00
2018-05-16,1291.25
2018-05-17,1289.50
2018-05-18,1288.30
2018-05-21,1288.35
2018-05-22,1293.05
2018-05-23,1289.00
2018-05-24,1304.85
2018-05-25,1303.50
2018-05-28,.
2018-05-29,1295.50
2018-05-30,1300.70
2018-05-31,1305.35
2018-06-01,1294.60
2018-06-04,1295.45
2018-06-05,1292.05
2018-06-06,1300.10
2018-06-07,1297.25
2018-06-08,1298.25
2018-06-11,1299.60
2018-06-12,1298.65
2018-06-13,1296.15
2018-06-14,1302.75
2018-06-15,1285.25
2018-06-18,1281.55
2018-06-19,1276.15
2018-06-20,1274.20
2018-06-21,1266.15
2018-06-22,1269.15
2018-06-25,1268.70
2018-06-26,1260.30
2018-06-27,1254.60
2018-06-28,1251.55
2018-06-29,1250.45
2018-07-02,1247.80
2018-07-03,1251.75
2018-07-04,1255.65
2018-07-05,1255.50
2018-07-06,1255.35
2018-07-09,1262.05
2018-07-10,1254.00
2018-07-11,1251.40
2018-07-12,1245.90
2018-07-13,1241.70
2018-07-16,1241.10
2018-07-17,1232.80
2018-07-18,1224.50
2018-07-19,1217.55
2018-07-20,1228.75
2018-07-23,1224.95
2018-07-24,1228.35
2018-07-25,1231.50
2018-07-26,1228.25
2018-07-27,1223.95
2018-07-30,1223.80
2018-07-31,1220.95
2018-08-01,1219.00
2018-08-02,1215.45
2018-08-03,1216.30
2018-08-06,1209.65
2018-08-07,1212.35
2018-08-08,1209.55
2018-08-09,1214.35
2018-08-10,1214.40
2018-08-13,1200.35
2018-08-14,1197.00
2018-08-15,1182.00
2018-08-16,1180.40
2018-08-17,1178.40
2018-08-20,1184.35
2018-08-21,1190.95
2018-08-22,1196.65
2018-08-23,1192.35
2018-08-24,1197.70
2018-08-27,.
2018-08-28,1212.25
2018-08-29,1204.20
2018-08-30,1197.30
2018-08-31,1202.45
2018-09-03,1200.05
2018-09-04,1190.85
2018-09-05,1196.70
2018-09-06,1205.15
2018-09-07,1198.90
2018-09-10,1196.60
2018-09-11,1189.85
2018-09-12,1195.60
2018-09-13,1209.80
2018-09-14,1201.95
2018-09-17,1201.90
2018-09-18,1200.20
2018-09-19,1203.30
2018-09-20,1208.35
2018-09-21,1198.70
2018-09-24,1202.75
2018-09-25,1201.90
2018-09-26,1194.25
2018-09-27,1185.40
2018-09-28,1187.25
2018-10-01,1189.35
2018-10-02,1204.70
2018-10-03,1201.20
2018-10-04,1203.45
2018-10-05,1203.80
2018-10-08,1186.95
2018-10-09,1185.55
2018-10-10,1188.60
2018-10-11,1205.55
2018-10-12,1219.75
2018-10-15,1229.95
2018-10-16,1230.70
2018-10-17,1229.05
2018-10-18,1223.00
2018-10-19,1227.85
2018-10-22,1222.30
2018-10-23,1235.95
2018-10-24,1230.55
2018-10-25,1230.80
2018-10-26,1233.85
2018-10-29,1230.80
2018-10-30,1225.40
2018-10-31,1214.95
2018-11-01,1231.15
2018-11-02,1232.10
2018-11-05,1232.25
2018-11-06,1231.60
2018-11-07,1229.95
2018-11-08,1224.15
2018-11-09,1211.40
2018-11-12,1205.55
